id_examinee;math;physics;chemistry;biology;history;geography;literature;civic_education;english;russian;french;chinese;german;japanese
18004287;7.80;;;;6.25;8;7.25;9.25;6;;;;;
18004288;7;;;;3.25;7.50;8;7.25;5.40;;;;;
18004289;7;;;;6.50;7.25;9;;;;;;;
18004290;4.20;;;;3;6.25;4.75;;;;;;;
18004291;8;8.50;8.75;7.50;;;7.50;;6.20;;;;;
18004292;6.60;;;;4.75;6.75;7;;;;;;;
18004293;5.60;;;;5.75;7;6.50;;;;;;;
18004294;9;9;7;5;;;8.25;;9.20;;;;;
18004295;7.40;;;;7;9.25;7.25;9.25;7.60;;;;;
18004296;5.40;;;;1.50;6.50;6.25;6.25;4.20;;;;;
18004297;8.80;;;;8;8.50;8.50;9.50;9.60;;;;;
18004298;9;;;;4.75;8.50;8.75;10;8.60;;;;;
18004299;8.60;;;;8.25;8.25;8.25;8.75;6.40;;;;;
18004300;7.80;;;;3.75;5.50;6.75;8.50;6.20;;;;;
18004301;9.20;8;7.75;5.50;;;6.50;;9.40;;;;;
18004302;5.60;;;;4.25;6;7.25;8;6.40;;;;;
18004303;7;;;;5;8.25;8;;;;;;;
18004304;7.40;;;;7.50;8;7.50;9.75;6.60;;;;;
18004305;7;;;;2.75;6.75;6.25;8.75;6.20;;;;;
18004306;7.60;;;;5.75;9;8.50;9.75;7.40;;;;;
18004307;3.40;;;;2.50;6.25;7;;;;;;;
18004308;8.40;;;;9.75;8.75;8.75;9.75;9.20;;;;;
18004309;8.60;;;;5.25;7.25;6.25;8.75;8.80;;;;;
18004310;5;;;;3;5.25;6;;;;;;;
18004311;7.80;;;;4;8.50;6.75;9;8.20;;;;;
18004312;8.20;8.75;5.25;4.25;;;7;;8.60;;;;;
18004313;6.60;;;;3.25;6.50;7;;;;;;;
18004314;7.40;;;;5.75;8.25;7.75;9.25;6.80;;;;;
18004315;8;;;;6.75;7.25;8.25;8.75;9.20;;;;;
18004316;7.20;5.50;5.25;;;;;;;;;;;
18004317;5.40;;;;4.75;7.50;7.50;;;;;;;
18004318;7.20;;;;5.25;7;8;9;9.20;;;;;
18004319;6.40;;;;5;6.75;7.25;;;;;;;
18004320;8.60;;;;5;6;8.75;7.25;8.40;;;;;
18004321;7.60;;;;2.25;7.25;7.50;;;;;;;
18004322;9;7.25;9.25;8.50;;;7.75;;7.20;;;;;
18004323;8.40;8.25;8.25;6.50;;;7.25;;7.40;;;;;
18004324;6.40;;;;4.50;7.25;6.50;8.50;5.60;;;;;
18004325;7.60;;;;4.75;7.50;7.50;8.75;2.60;;;;;
18004326;6.60;;;;2.75;8;8;7.25;7;;;;;
18004327;8.20;8.50;7.75;;;;8;;4.20;;;;;
18004328;7.80;6.75;6.75;6.25;;;7.75;;5.60;;;;;
18004329;8;;;;8.75;9.25;8.75;10;8.60;;;;;
18004330;6.80;;;;6.25;7.25;6.50;;;;;;;
18004331;8;;;;7.50;7.75;6.25;;;;;;;
18004332;8.80;;;;4.50;7.25;7;6.50;7.40;;;;;
18004333;8.80;7.75;6.50;6;;;7.25;;8.40;;;;;
18004334;7;;;;8.25;9;8;9.75;8;;;;;
18004335;9;8.50;9;5;;;6.50;;8.20;;;;;
18004336;8.80;8.50;8.75;4.50;;;6.75;;6.60;;;;;
18004337;6;;;;5.75;8.25;8;10;9.40;;;;;
18004338;5.60;;;;7.50;8;7.75;9;8.20;;;;;
18004339;7.40;;;;7.75;9.25;7.25;;;;;;;
18004340;8.80;;;;6.75;9;9;9;9.60;;;;;
18004341;7.80;5.50;7;6.75;;;7;;5;;;;;
18004342;7.40;;;;6;5;6;6;8;;;;;
18004343;8.80;;;;4.50;8;7.50;9.25;8;;;;;
18004344;7;;;;5;6.25;7.75;;;;;;;
18004345;8.40;;;;3;8.50;8;9.75;9.80;;;;;
18004346;7;;;;4.50;7.25;7.50;8.50;8.60;;;;;
18004347;5.20;;;;5.75;7.25;7.25;;;;;;;
18004348;7.60;;;;4;6.50;8;8.25;8.40;;;;;
18004349;7;;;;2.50;6.25;6.75;7.50;6.80;;;;;
18004350;7.60;;;;7.50;7.50;8.25;;;;;;;
18004351;5.40;;;;4.75;6;7.75;;;;;;;
18004352;7.80;;;;5;7.75;8.25;8.75;8.80;;;;;
18004353;8;;;;3.25;6.50;7.25;8.75;7.20;;;;;
18004354;8.60;6.50;4.50;4.50;;;7;;7;;;;;
18004355;5.20;;;;5.25;6.50;7;;;;;;;
18004356;7.20;;;;4;8;8;8;7.80;;;;;
18004357;6.20;;;;5;7;7.25;9;6.80;;;;;
18004358;8.60;7.25;7.75;5.50;;;;;;;;;;
18004359;7.60;6;7;4.50;;;6.50;;5.80;;;;;
18004360;8.40;7.25;5;5.25;;;8.50;;9.20;;;;;
18004361;8.60;;;;7.75;9;9;9;8.40;;;;;
18004362;8.60;;;;3.50;7;7.25;8.50;8.20;;;;;
18004363;9.40;8.75;8.25;6.75;;;7.50;;7.80;;;;;
18004364;6.40;;;;5.25;6.75;6.75;8.25;5.20;;;;;
18004365;8.60;9;7.75;6;;;7;;8.20;;;;;
18004366;7.40;;;;5;6.25;6;9.25;4.20;;;;;
18004367;5.80;;;;4.25;5.25;3.75;;;;;;;
18004368;8.20;5.25;6.50;;;;;;;;;;;
18004369;9;8.50;6.25;6.25;;;8.50;;9.60;;;;;
18004370;3.40;;;;2.75;6.75;6;7.50;3.40;;;;;
18004371;6.60;;;;7.25;7.25;5.50;;;;;;;
18004372;6;;;;5.25;7.75;6.50;;;;;;;
18004373;7.80;;;;5.50;7.75;8;8.50;5.40;;;;;
18004374;8.80;8;7.75;5.50;;;6.50;;5.20;;;;;
18004375;8.40;8.75;7.50;5.25;;;6.50;;3.60;;;;;
18004376;8.20;6.25;8;6;;;9;;9.60;;;;;
18004377;6;;;;6;8.75;6.50;;;;;;;
18004378;8.80;8.50;6.50;6.75;;;6;;9.20;;;;;
18004379;8.80;7.75;8.75;5;;;6.25;;9;;;;;
18004380;7.20;;;;5.25;6.75;5.75;;;;;;;
18004381;8;7.75;7.25;5.50;;;6.75;;4.80;;;;;
18004382;7.40;;;;7.75;7.75;7;8.50;6;;;;;
18004383;4.80;;;;5.75;7.50;5.25;;;;;;;
18004384;8.40;;;;7.25;8;8;9.50;7.20;;;;;
18004385;7.20;;;;4.50;7;7;;;;;;;
18004386;6.80;;;;3.25;7.50;7.50;;;;;;;
18004387;9;7.75;7.75;5.25;;;5.50;;3.20;;;;;
18004388;8.60;8;7.75;3.75;;;6;;6.80;;;;;
18004389;8.20;6.75;7.75;6.25;;;6.75;;5.80;;;;;
18004390;7.80;;;;5;8;8.50;8.50;7.40;;;;;
18004391;5.80;;;;3.75;7.75;7;10;3.80;;;;;
18004392;6;;;;7.50;9;8;7.75;6;;;;;
18004393;6.60;;;;5;7.50;5.75;;;;;;;
18004394;7.80;;;;4.50;7.50;6;;;;;;;
18004395;6.80;;;;4.50;7.25;8;;;;;;;
18004396;7.20;;;;7.50;7.75;7.75;9.75;7.80;;;;;
18004397;8.40;7.25;7;7.25;;;6.50;;5;;;;;
18004398;7.40;;;;5.25;9;6;8.75;5.20;;;;;
18004399;7.40;;;;5.50;8;6.50;9.25;6.60;;;;;
18004400;5.20;;;;8;7.75;6;;;;;;;
18004401;5.60;;;;5.75;6.75;7;8.50;5.20;;;;;
18004402;6.60;;;;7;6.75;6.50;;;;;;;
18004403;5.20;;;;5;6.75;6;;;;;;;
18004404;4.80;;;;4.75;5.75;7;;;;;;;
18004405;7.80;;;;6.75;8.25;7.50;8;8;;;;;
18004406;8.20;;;;7.25;8.75;8.75;9.25;9;;;;;
18004407;7.20;;;;5.25;7.75;8.25;9;6.80;;;;;
18004408;7.60;;;;7.25;7.75;7.25;;;;;;;
18004409;8;;;;6.75;8.50;7.75;9;7;;;;;
18004410;8;;;;9;9;8.25;8.75;7.80;;;;;
18004411;8.20;;;;5.75;8;8.50;9.50;9.60;;;;;
18004412;8.40;;;;5.25;6.75;8.25;9;8.80;;;;;
18004413;8.80;7.50;5;5.50;;;6;;8.40;;;;;
18004414;7.60;;;;6;7.75;7.50;9;8.80;;;;;
18004415;6.40;;;;4;6.25;6.50;7.25;5.40;;;;;
18004416;6.60;;;;6.50;8.75;7.75;9.25;8;;;;;
18004417;6.60;;;;4.50;7.25;5.25;;;;;;;
18004418;2.80;;;;2.75;3.75;3;;;;;;;
18004419;8;7;8.25;4.75;;;6.50;;5;;;;;
18004420;3.80;;;;2.25;4.75;5.25;;;;;;;
18004421;5.80;;;;3;6.75;5.75;;;;;;;
18004422;7.40;7;7.75;5;;;6.25;;3.60;;;;;
18004423;7;;;;;;6.25;;5.80;;;;;
18004424;8.40;8.75;4;6.50;;;6.75;;9.20;;;;;
18004425;8.40;;;;8.25;9;7.75;;;;;;;
18004426;8.60;7.75;8.50;5;;;7;;5.80;;;;;
18004427;2.80;;;;4.75;6.50;4.75;;;;;;;
18004428;8.60;;;;5.50;8.25;7.50;9.75;9.20;;;;;
18004429;4.80;;;;3.25;6.50;7;7.75;6.60;;;;;
18004430;5.40;;;;7;8.50;7.75;8;7.40;;;;;
18004431;5.60;;;;5.75;7.50;7.75;7.50;5;;;;;
18004432;8.40;;;;7;8.25;8.25;9.25;8.60;;;;;
18004433;6.80;;;;5.75;8;7.50;8.75;7.60;;;;;
18004434;8.60;9;7.75;6.50;;;8.25;;6.80;;;;;
18004435;6;;;;4.75;7;8;;;;;;;
18004436;7.80;4.25;8;6.25;;;8.75;;4;;;;;
18004437;8.20;7.25;7.75;3.25;;;5;;4.20;;;;;
18004438;6.40;;;;6;8;6.50;9.25;4;;;;;
18004439;4.80;;;;4.75;9.50;6.75;9;3.80;;;;;
18004440;6.60;5.50;4.25;2;;;5.75;;2.80;;;;;
18004441;5.60;;;;3.25;4.25;6;6.25;3.60;;;;;
18004442;8.80;8;7.75;4.75;;;6.50;;5.40;;;;;
18004443;8.20;6.75;6.75;3.75;;;7;;5.60;;;;;
18004444;7.80;8;7.75;3;;;6.25;;3.20;;;;;
18004445;7;4.25;4.50;3.50;;;6.75;;3.80;;;;;
18004446;8.40;8.50;8.75;4.50;;;6.50;;5.80;;;;;
18004447;7.40;4.75;5.25;4.25;;;6.50;;2.80;;;;;
18004448;8;1.25;6.75;8;;;7.50;;5.80;;;;;
18004449;5;;;;3.75;6;3.75;8.75;4;;;;;
18004450;2.80;;;;6.75;4.75;4.75;5;2.80;;;;;
18004451;4.40;;;;3.75;7;6.50;8;4.60;;;;;
18004452;6;4.75;5.75;4.25;;;7;;4.60;;;;;
18004453;7.20;;;;6.75;8.25;8;10;6.20;;;;;
18004454;8;4;8.25;8.75;;;6.25;;7.20;;;;;
18004455;4.20;;;;7.75;7.25;6.25;8.75;3.80;;;;;
18004456;5.60;;;;4.75;7;7.50;8.75;5.80;;;;;
18004457;7;;;;6;7;7;8.50;7;;;;;
18004458;5.20;;;;5.50;7.75;6.75;9.25;7;;;;;
18004459;6.80;4.25;5;4.50;;;7.50;;6.40;;;;;
18004460;7.40;5.75;6;4;;;7.25;;5.80;;;;;
18004461;7.40;3.50;3.50;4.75;;;7.25;;5.20;;;;;
18004462;7.20;;;;5.75;6.50;8;9.50;8.60;;;;;
18004463;7.20;5.25;4.50;4.50;;;6;;3.40;;;;;
18004464;8.80;8.75;8.25;3.50;;;5.75;;4.20;;;;;
18004465;4.80;;;;4.25;6.25;6.50;5.50;2.80;;;;;
18004466;4.80;;;;6;7.25;6;8.50;3.80;;;;;
18004467;8.80;8.25;8.25;2;;;5.25;;3.60;;;;;
18004468;7;;;;8.50;9.25;6.75;9.25;5.20;;;;;
18004469;7.40;;;;6;7.75;6.75;8.50;4.20;;;;;
18004470;7.40;;;;7.25;7.75;8;9.50;6.60;;;;;
18004471;8.20;4.25;3.75;4.25;;;8.25;;7.80;;;;;
18004472;8.80;7.25;7.75;6;;;6;;5.60;;;;;
18004473;6.80;5;6.50;4;;;7;;3.60;;;;;
18004474;5.40;;;;7;8;6.75;9.75;6.80;;;;;
18004475;6.20;;;;7.25;8;7.50;10;5.60;;;;;
18004476;4.40;;;;3.25;5.75;5.25;8;4;;;;;
18004477;7.60;7.25;5.75;4.25;;;7.75;;5.20;;;;;
18004478;5.80;;;;3.25;7.25;5.50;7.25;6;;;;;
18004479;6.20;;;;7.50;8.50;7.75;9.75;7;;;;;
18004480;6.20;;;;9;8.25;7.50;10;5;;;;;
18004481;3.20;;;;3.50;6.50;5.50;7;3.80;;;;;
18004482;5.60;;;;6;7;6.50;8.75;8;;;;;
18004483;5.80;;;;3.50;5;6;7.25;4.80;;;;;
18004484;6.40;;;;5.75;7;7.50;9;4.40;;;;;
18004485;5.80;;;;6.25;7.50;7;8.25;5.60;;;;;
18004486;5.80;;;;8.25;7.75;6;9.75;5;;;;;
18004487;6.80;;;;7.50;8.75;6.50;9.50;4.60;;;;;
18004488;4.60;;;;7.25;7.50;8.75;8.25;4.20;;;;;
18004489;8.40;3.25;7.50;9.25;;;6.75;;3;;;;;
18004490;7.60;6.25;4;4.75;;;7;;4.40;;;;;
18004491;4;;;;3;5.75;6.25;7.25;2.20;;;;;
18004492;5.20;;;;6.25;6.75;6.50;8.50;5.60;;;;;
18004493;5.40;;;;1.75;6;6;6;4;;;;;
18004494;5.40;;;;5;5.25;6.50;8;4.20;;;;;
18004495;5.60;3.50;5;4;;;7.50;;4;;;;;
18004496;8.60;8;7.50;2.75;;;6.75;;5.60;;;;;
18004497;8.60;7.50;8;3.75;;;7.50;;8.40;;;;;
18004498;9.20;7.75;7.75;5;;;6.25;;5.40;;;;;
18004499;6.20;;;;5.25;7.50;5.75;7.75;3.80;;;;;
18004500;6;;;;5.50;6.50;6.25;8.25;3.60;;;;;
18004501;5.60;;;;4;5.50;5;5;3.60;;;;;
18004502;8.60;5.75;8;8.25;;;6.50;;5.20;;;;;
18004503;7.40;;;;3.25;6.75;7;9;4.40;;;;;
18004504;6.60;;;;4.75;6.75;6.50;9.50;6;;;;;
18004505;6.80;6;5.75;3.75;;;7.50;;4.80;;;;;
18004506;8;6.50;8;4.50;;;7.75;;3.20;;;;;
18004507;5.80;;;;6.50;8.25;7.25;8;5.60;;;;;
18004508;8.20;;;;5.75;6.25;8.25;7.75;7;;;;;
18004509;6.40;;;;5;5.50;5.75;7.50;4.80;;;;;
18004510;6.60;;;;6.50;7.75;8;9.50;7.80;;;;;
18004511;5.60;;;;5;6.50;6.50;8.25;5;;;;;
18004512;5.40;;;;3.75;6.50;5.75;8.75;3.20;;;;;
18004513;6.80;7.25;6.25;1.75;;;6.75;;3.20;;;;;
18004514;7.60;7.75;7.25;3.75;;;6.50;;3.60;;;;;
18004515;3.80;;;;5;5.75;6;8.50;3.80;;;;;
18004516;5.60;;;;6;5.75;6;9;3.20;;;;;
18004517;6.60;;;;4.75;5.75;6;7.50;3.20;;;;;
18004518;9.20;8.50;9;4.75;;;6;;3.20;;;;;
18004519;5.80;;;;3.75;6.75;5.75;7.75;3.20;;;;;
18004520;5.40;3;4;4;;;3.75;;2.40;;;;;
18004521;7.60;4;3.75;4.50;;;5.25;;3.40;;;;;
18004522;6.40;;;;4.50;7.50;5.25;8.25;4;;;;;
18004523;5.20;;;;2.25;7.25;5.25;6.75;2.60;;;;;
18004524;3.20;;;;3.25;5.75;3.50;7;2.60;;;;;
18004525;8.40;7;7.50;5.75;;;6.50;;4.60;;;;;
18004526;6;;;;3.75;6.75;7;8.75;5.40;;;;;
18004527;5.60;;;;5.25;6.25;5.50;9.25;6.40;;;;;
18004528;8.80;8.75;8.50;5.75;;;6;;4.80;;;;;
18004529;7.40;;;;9.25;8.75;7.25;9.75;8.80;;;;;
18004530;4.60;;;;4;6;6.75;8.75;5.80;;;;;
18004531;3.60;4.25;2.50;3.25;;;8;;2.60;;;;;
18004532;6;;;;8.75;7.75;8.25;8.25;4.20;;;;;
18004533;7.80;7.75;7.75;5.25;;;8;;5.40;;;;;
18004534;8.80;8.50;8.25;5.50;;;7;;5.60;;;;;
18004535;6.20;;;;6;7.25;7.75;9.50;6.20;;;;;
18004536;6.60;;;;6;6;6.50;8.25;5.20;;;;;
18004537;6.20;;;;4.75;5.50;7.50;9.25;8;;;;;
18004538;4;;;;4;7.25;6.50;8.50;3.60;;;;;
18004539;8.40;7.50;8;4.25;;;4;;8;;;;;
18004540;7.40;;;;6.75;8.25;7;9;7.40;;;;;
18004541;8.80;8;9.25;4;;;5;;4.40;;;;;
18004542;5.80;;;;9.50;9.50;5.75;8.75;5.40;;;;;
18004543;6;;;;5.75;8.50;7.50;8.75;4.40;;;;;
18004544;7.60;7.75;8.25;3.75;;;6.50;;4.80;;;;;
18004545;5.60;;;;5.25;7;7.75;8.25;6.20;;;;;
18004546;4;;;;4;7;7.75;8;4.40;;;;;
18004547;7.60;;;;7.25;7.75;8.25;9;6.80;;;;;
18004548;6.60;;;;5;6.75;7.25;8.50;6.60;;;;;
18004549;6.80;;;;5.50;6.50;7.75;10;5.60;;;;;
18004550;8.80;8.75;9.75;5;;;7;;8.80;;;;;
18004551;8.40;7.25;7.75;3.25;;;7.50;;5.20;;;;;
18004552;8.20;8;7.50;4.50;;;7.50;;4;;;;;
18004553;7.80;7.25;6.75;4.75;;;7.50;;4.40;;;;;
18004554;8.20;5.50;4.75;4.25;;;8;;4.60;;;;;
18004555;5.60;;;;3.50;7.25;7;8.75;4.60;;;;;
18004556;5.20;;;;3.75;7.50;6;8;6.20;;;;;
18004557;6.60;;;;4.50;6.50;5.25;8.25;5;;;;;
18004558;4.60;;;;7.75;7;6.25;9.75;4.80;;;;;
18004559;8.40;7.25;5;4.75;;;7;;8.80;;;;;
18004560;4;;;;5.50;6.50;6;7.50;6.40;;;;;
18004561;4;;;;6.25;6.25;7.50;9.75;2.40;;;;;
18004562;7.40;;;;5.25;5.50;6.25;7.75;6.40;;;;;
18004563;8.60;6.50;5.25;3.75;;;4.50;;8.80;;;;;
18004564;3.20;;;;4.50;6.25;6.25;8.25;2.40;;;;;
18004565;6.20;;;;5.25;6.25;6.25;9.25;5.40;;;;;
18004566;6.80;;;;6.50;8.50;6.50;9.75;5.20;;;;;
18004567;5.80;;;;3.50;6.50;6.50;7.25;5.80;;;;;
18004568;7.20;;;;4;8;6.75;9;6.40;;;;;
18004569;7.80;;;;5.25;6.75;9;8.75;8.60;;;;;
18004570;4.40;;;;4.25;6.75;7.50;8.50;3.80;;;;;
18004571;3;;;;3.75;6;6.75;7.50;4;;;;;
18004572;6.80;;;;6.75;7.75;6.75;8;2.60;;;;;
18004573;7.20;;;;5.50;6.50;7.75;7.75;2.60;;;;;
18004574;6.60;;;;5.25;7;7.50;8;5.20;;;;;
18004575;6.60;6.25;6.50;3.75;;;7;;4.60;;;;;
18004576;4;;;;5.75;8;6.75;8.50;3.60;;;;;
18004577;5;3.50;3.25;3.50;;;6.75;;4.60;;;;;
18004578;6.40;;;;5.25;7;7.75;9.25;5.60;;;;;
18004579;8.20;7.50;3.25;4;;;7.25;;8.80;;;;;
18004580;7.20;;;;4.75;7.25;6.75;9.75;5.80;;;;;
18004581;5;;;;6.50;8.25;7;8.75;4.60;;;;;
18004582;6.80;;;;4.75;7.50;8;8.75;5.60;;;;;
18004583;8;;;;8.25;8.25;7.75;9.50;6.80;;;;;
18004584;8;6.50;8;6.75;;;7;;4.20;;;;;
18004585;4;;;;3.50;6.50;6.75;7;3.40;;;;;
18004586;8.20;7.25;7.50;6;;;6.75;;3.80;;;;;
18004587;6.60;;;;5;7;6.25;9;5.40;;;;;
18004588;7.20;;;;6.50;6.75;8;8.75;6.60;;;;;
18004589;7.80;;;;6.75;7.75;8;9.50;4.40;;;;;
18004590;6.80;6;4.50;4.25;;;7.25;;4;;;;;
18004591;6.80;;;;3.50;7.25;7;8.50;4.20;;;;;
18004592;8;;;;4.75;6.50;6.50;9.50;6.20;;;;;
18004593;7.20;;;;6.25;6.50;8;9.25;6.40;;;;;
18004594;5.80;;;;4;7.75;6;8.25;4.60;;;;;
18004595;6.40;;;;5;5.75;5.50;6.75;4.40;;;;;
18004596;7.60;6.50;7.25;4.50;;;7.25;;2.60;;;;;
18004597;6.20;;;;4.75;7;7.50;8.75;5;;;;;
18004598;5.20;;;;4;6.25;7.75;8;6.20;;;;;
18004599;7.40;;;;6;7.75;7.25;8.50;5.40;;;;;
18004600;6.40;2.50;8;7;;;7;;5;;;;;
18004601;5.20;;;;2.75;6;5.75;8.50;4.40;;;;;
18004602;6.20;;;;4;6.50;7.75;8;5.60;;;;;
18004603;4.60;;;;1.75;5.75;5;7.50;3.20;;;;;
18004604;5.60;;;;6.25;7;7;10;3.80;;;;;
18004605;7.40;;;;5;7.50;7.25;9;7.20;;;;;
18004606;7.40;;;;4.25;5.25;8.50;7.50;8;;;;;
18004607;7;6.25;6.50;5;;;8.25;;8.20;;;;;
18004608;4.80;;;;5.25;7.50;7.50;9;5.60;;;;;
18004609;4.40;;;;5;6;5.50;8.25;4;;;;;
18004610;6.20;;;;4.50;7;8;9.50;5.20;;;;;
18004611;5.20;;;;3.75;7;7.75;8.75;5.40;;;;;
18004612;6.60;;;;5.50;7.50;7.50;9.50;5;;;;;
18004613;5.20;;;;4.50;7.25;6.50;8.25;6.80;;;;;
18004614;6.80;;;;6.75;8.50;8.25;9.50;5.80;;;;;
18004615;6.40;;;;6.75;8.50;7.75;9.75;5.80;;;;;
18004616;8.80;;;;9.75;9.50;8.75;9.75;7.20;;;;;
18004617;9.20;9;8.75;2.50;;;3.50;;4.40;;;;;
18004618;6.80;;;;7;5.75;5.75;8.25;5.80;;;;;
18004619;8;;;;6;7.25;7.50;10;7.80;;;;;
18004620;5.40;;;;8.25;9.50;8.50;8.75;4.20;;;;;
18004621;4.80;;;;4;8.50;8;7.75;5.20;;;;;
18004622;6.80;;;;7;7.25;8.75;9;7.40;;;;;
18004623;8.40;;;;6.25;7.50;8.75;9.75;8.80;;;;;
18004624;5;;;;6;5;4;6.25;4.40;;;;;
18004625;6.80;;;;2.75;6.25;6.75;8.50;5.80;;;;;
18004626;5.40;;;;4;6.75;5.50;8.75;4.40;;;;;
18004627;6.60;;;;4.25;6.25;6.25;8.75;5.20;;;;;
18004628;6;;;;5.25;6.25;7.50;8.75;3.80;;;;;
18004629;3.60;;;;3.25;3.75;6.25;5.75;3.60;;;;;
18004630;9;8.25;8;5;;;6.50;;5.80;;;;;
18004631;7;;;;6;5.25;6.25;8;5.80;;;;;
18004632;4.40;;;;2.75;7;6.25;7.75;2.20;;;;;
18004633;8.20;7.50;6.50;4.25;;;6.25;;4.60;;;;;
18004634;8;;;;7;7.50;7.50;10;9.40;;;;;
18004635;5.60;;;;5.75;8;7.75;8.75;4.20;;;;;
18004636;8;8.25;8.25;4.75;;;6.75;;4.60;;;;;
18004637;8.80;8.75;8.50;4.25;;;7.50;;7;;;;;
18004638;7.20;;;;6.75;7.50;6.75;10;5;;;;;
18004639;5.40;;;;5;6.75;6.25;9;3;;;;;
18004640;8.20;8.25;8.50;4.25;;;7.25;;4.20;;;;;
18004641;8;8.75;5.25;3.75;;;4.75;;9.20;;;;;
18004642;7.80;7.75;8;7.25;;;7;;6.40;;;;;
18004643;7.80;6.50;7;4;;;7;;4.40;;;;;
18004644;6.80;;;;4.25;7.75;7.25;9;4.60;;;;;
18004645;6.40;;;;6;7.25;7.75;9.50;7.40;;;;;
18004646;7.20;6.25;6.50;3.25;;;6.25;;4.60;;;;;
18004647;3.40;;;;3.50;4.75;6;7.25;7.80;;;;;
18004648;9.40;8;7.75;4.25;;;7.50;;8.40;;;;;
18004649;5.60;;;;8.50;7.75;6.50;9.75;6.20;;;;;
18004650;8.40;7;5.75;6;;;8.75;;9.20;;;;;
18004651;9.40;8.75;7.25;3.25;;;8.25;;8.20;;;;;
18004652;5;;;;4.75;6.50;7.50;8.25;6.40;;;;;
18004653;7;;;;6;7;7;8.75;5.60;;;;;
18004654;8.80;8;9;4.50;;;4.25;;7.20;;;;;
18004655;6.80;;;;8.25;8.25;7.25;9.75;8.20;;;;;
18004656;7.40;4.75;5.50;3.50;;;7.25;;3.80;;;;;
18004657;5.80;;;;3.25;5.50;7.25;8.25;4.80;;;;;
18004658;5;;;;4.75;6.25;6.25;8;5;;;;;
18004659;7.20;;;;7.75;7.25;6;8.50;2;;;;;
18004660;8.80;6.75;8.25;5;;;7.75;;6.80;;;;;
18004661;5.80;;;;5.75;6.25;7.25;8.50;5;;;;;
18004662;8;6.75;6;3.25;;;7.25;;3.80;;;;;
18004663;8.20;6.75;6.75;5;;;7.50;;5;;;;;
18004664;4.80;;;;5.25;7.50;6.25;9.50;4.20;;;;;
18004665;5.80;;;;4.75;5.75;7.50;7.75;4.80;;;;;
18004666;5.80;;;;5.50;6.25;7;9.25;6.60;;;;;
18004667;5.20;;;;5.25;7.25;7.50;8.25;5.20;;;;;
18004668;7.20;5;5.50;4.25;;;5.75;;2.80;;;;;
18004669;4.60;;;;4.50;6.25;7.25;8.25;2.20;;;;;
18004670;7.60;;;;8.75;7.50;6.75;10;4.80;;;;;
18004671;4.80;;;;5.25;6.50;5;7.25;2.60;;;;;
18004672;7.60;7;4;5.75;;;6;;3.80;;;;;
18004673;4.80;;;;8;7;5.50;9.25;4.60;;;;;
18004674;9.20;7.50;8;2.75;;;4.50;;3.40;;;;;
18004675;6.80;;;;9.75;9.50;7.25;9.75;4.60;;;;;
18004676;6;3.75;3.50;2.75;;;7;;3.80;;;;;
18004677;6.20;;;;4;4;5.25;7.50;5.80;;;;;
18004678;6.20;;;;2.50;6.25;5.25;7.75;7;;;;;
18004679;8.60;5;8.75;8.75;;;6.50;;5.40;;;;;
18004680;5.80;5.50;6;2.25;;;6.25;;6.80;;;;;
18004681;6.80;5.50;5.75;5.25;;;6.75;;6.40;;;;;
18004682;5.80;;;;7.50;8.25;6.50;9.25;4.60;;;;;
18004683;6.20;;;;6.25;7;6.25;8.25;4;;;;;
18004684;7;;;;7.50;8;5.75;9;2.80;;;;;
18004685;5;;;;4;7.25;4.75;7.50;3.60;;;;;
18004686;5;;;;3.75;7.25;5.75;9.50;2.20;;;;;
18004687;5.80;;;;9.75;9.75;7.50;10;3.80;;;;;
18004688;6.20;;;;5.50;7;7;9.25;3.80;;;;;
18004689;7;;;;3.25;6;6;9.25;4.80;;;;;
18004690;8;7.25;7.50;4.75;;;6;;4.60;;;;;
18004691;9;8;8;4;;;6.50;;4.20;;;;;
18004692;7.40;7.25;5.50;4.50;;;6.50;;3;;;;;
18004693;7.60;6.25;6.75;5;;;6;;5;;;;;
18004694;8.20;8.75;6.75;5.25;;;6.50;;9.20;;;;;
18004695;7.60;7.25;3.25;2.75;;;6.25;;7.20;;;;;
18004696;3.80;;;;4.50;6.75;5.75;6;3.40;;;;;
18004697;5.60;;;;3.50;4.25;6.25;6.50;4;;;;;
18004698;6.40;;;;6.50;7.50;6.75;9.25;5;;;;;
18004699;8;7.25;4.25;2.75;;;6.75;;9;;;;;
18004700;8;;;;6.25;6.50;8.25;9;5.60;;;;;
18004701;7.60;5.50;6.25;2.75;;;6.75;;6.20;;;;;
18004702;5.80;;;;3.75;6.50;5.50;8.25;3.40;;;;;
18004703;5.20;;;;7.25;6.75;7;7.75;5.40;;;;;
18004704;8;6.50;7;4.75;;;6;;5;;;;;
18004705;8;6;4;3.75;;;6;;5.40;;;;;
18004706;6.80;;;;7;8.50;6.75;9;4.20;;;;;
18004707;5.60;;;;3.25;5.75;5.75;7.75;4.80;;;;;
18004708;5.20;;;;8.50;8.25;7;9.75;6.20;;;;;
18004709;3.80;;;;4.75;7.75;6.75;8.50;3;;;;;
18004710;5.20;;;;8;7.75;7.50;9.75;4;;;;;
18004711;5;;;;5.75;6;6.50;7.25;4.80;;;;;
18004712;6.60;;;;3;6;2.75;7.50;5.40;;;;;
